id,group,sourcePath,sourceSha256,reviewMethod,evidenceSheet,evidenceCell,decision,reason
kenney-furniture-bookcase-open,cc0-original,assets/kenney-furniture/bookcase-open.glb,750702218d68c062b15dfef6ab06a4014d1cfa8bd05f02e57c53b7e13bec157c,contact-sheet-preview,baseline/review-sheet-01.jpg,17,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-bookcase-open-low,cc0-original,assets/kenney-furniture/bookcase-open-low.glb,6d4d625faf977a2dbf155f1313cd32c6310e463114a1cd4c08cb9f80a5fb1d75,contact-sheet-preview,baseline/review-sheet-01.jpg,18,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-books,cc0-original,assets/kenney-furniture/books.glb,b8dc56e5d29f6fc1f4727fccb1b9642627fee9942c48060a00034e98df02701c,contact-sheet-preview,baseline/review-sheet-01.jpg,19,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cabinet-bed,cc0-original,assets/kenney-furniture/cabinet-bed.glb,b651fafb9e2c8e4adcb8cad3d10dc94404b46fe039b26e66b2c9020df4e5301d,contact-sheet-preview,baseline/review-sheet-01.jpg,20,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cabinet-bed-drawer,cc0-original,assets/kenney-furniture/cabinet-bed-drawer.glb,e3dfd2e120af3d4d29b66509e317452cd15bd3f57ac8945575462c582adc6de8,contact-sheet-preview,baseline/review-sheet-01.jpg,21,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cabinet-bed-drawer-table,cc0-original,assets/kenney-furniture/cabinet-bed-drawer-table.glb,fec6271639df5aff9f8ac75d6679385eab2abb7c8d2f51abeba3ed689ddb6f0d,contact-sheet-preview,baseline/review-sheet-01.jpg,22,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cabinet-television,cc0-original,assets/kenney-furniture/cabinet-television.glb,811719593d676ff76f7b5904d52c845ce0396af2bc9a6a2636c4818ead320b99,contact-sheet-preview,baseline/review-sheet-01.jpg,23,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cabinet-television-doors,cc0-original,assets/kenney-furniture/cabinet-television-doors.glb,8959347bfe26b1ac7e44c476f05789466bb84bcd2ad8b0fb40286005399bfcfc,contact-sheet-preview,baseline/review-sheet-01.jpg,24,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cardboard-box-closed,cc0-original,assets/kenney-furniture/cardboard-box-closed.glb,4af079dca52960912764574950f0549ff2ae1224b3db1528718629473a2d5d81,contact-sheet-preview,baseline/review-sheet-01.jpg,25,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-cardboard-box-open,cc0-original,assets/kenney-furniture/cardboard-box-open.glb,960da412564774c75e7b32f9af0100895e1edb877fc1e70dd34ee2422a2196d4,contact-sheet-preview,baseline/review-sheet-01.jpg,26,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-ceiling-fan,cc0-original,assets/kenney-furniture/ceiling-fan.glb,5fdf7b3c4328875462c9887c6b1f2fad08126ea42e758cf86534639b9ea72044,contact-sheet-preview,baseline/review-sheet-01.jpg,27,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair,cc0-original,assets/kenney-furniture/chair.glb,c8a11eec93e89e31250ba91afc1b8d56c3bec7ae86640fd1239f595ff4180883,contact-sheet-preview,baseline/review-sheet-01.jpg,28,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair-cushion,cc0-original,assets/kenney-furniture/chair-cushion.glb,33544228984857f2cb502b58452fed72157335f9b1caf29e96da5c9094c53fdc,contact-sheet-preview,baseline/review-sheet-01.jpg,29,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair-desk,cc0-original,assets/kenney-furniture/chair-desk.glb,46406619186034cbe92b19b79a5f1a8e3f442a17a70a7524ef2c0ad0f35095c6,contact-sheet-preview,baseline/review-sheet-01.jpg,30,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair-modern-cushion,cc0-original,assets/kenney-furniture/chair-modern-cushion.glb,245132697e633e907e2b48c86d56f6c8543604a3440a055d1c71c06ce11d2858,contact-sheet-preview,baseline/review-sheet-01.jpg,31,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair-modern-frame-cushion,cc0-original,assets/kenney-furniture/chair-modern-frame-cushion.glb,fd3351b077cafbd54224e20fa7a3a1b4a4304019cf44c25a6e7709ad71b852b8,contact-sheet-preview,baseline/review-sheet-01.jpg,32,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-chair-rounded,cc0-original,assets/kenney-furniture/chair-rounded.glb,53f4933ec547179c499f04dbda1231cf44b83ec82c7f4ab981cdf680aee5c973,contact-sheet-preview,baseline/review-sheet-01.jpg,33,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-coat-rack,cc0-original,assets/kenney-furniture/coat-rack.glb,0f56540d57367ea6fea6b9aedf305d4fc58abeec8ff3b039dbff44360d819c76,contact-sheet-preview,baseline/review-sheet-01.jpg,34,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-coat-rack-standing,cc0-original,assets/kenney-furniture/coat-rack-standing.glb,d8231c22dab63ceb9fc8678f6c8ceafc62afa8726b51a73b4ce349043d3cdc91,contact-sheet-preview,baseline/review-sheet-01.jpg,35,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-computer-keyboard,cc0-original,assets/kenney-furniture/computer-keyboard.glb,9d9135789de2120e9f41ce3f0a56dd1b15f40adcc7888739bb842a2d820da322,contact-sheet-preview,baseline/review-sheet-01.jpg,36,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-computer-mouse,cc0-original,assets/kenney-furniture/computer-mouse.glb,d3ad1a923f0f7707ef367bb969eb94c9076e211c98c830ba52e133fadc5cdfc0,contact-sheet-preview,baseline/review-sheet-01.jpg,37,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-computer-screen,cc0-original,assets/kenney-furniture/computer-screen.glb,5942cbad29a2d2b956619569926e81d50a4174403d592fece6556e57632dc643,contact-sheet-preview,baseline/review-sheet-01.jpg,38,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-desk,cc0-original,assets/kenney-furniture/desk.glb,0164fe828f028b321730fb8c74502e353583f751be74da1682d42fff7d3c5a42,contact-sheet-preview,baseline/review-sheet-01.jpg,39,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-desk-corner,cc0-original,assets/kenney-furniture/desk-corner.glb,a6a77ba0083d5ecd34ad50f738867b03ed7b7f469429bb1acc78f423bcc3f034,contact-sheet-preview,baseline/review-sheet-01.jpg,40,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-doorway,cc0-original,assets/kenney-furniture/doorway.glb,08983e299822140d580eb55d4b4e4e4552c37bb6e88571e41d2b7b5d2eef987e,contact-sheet-preview,baseline/review-sheet-01.jpg,41,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-doorway-front,cc0-original,assets/kenney-furniture/doorway-front.glb,b5b8e4c14ee1f2ffa10ef5c69badc995ae6fbcc868abac240221c61b8c593b0e,contact-sheet-preview,baseline/review-sheet-01.jpg,42,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-doorway-open,cc0-original,assets/kenney-furniture/doorway-open.glb,cf05e165ea26dbbeaab4dc6296c143ef5f5a001e2ab5af9cd4fd65739408317e,contact-sheet-preview,baseline/review-sheet-01.jpg,43,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-dryer,cc0-original,assets/kenney-furniture/dryer.glb,d8b727612fdfc141c0b56360f75b897f1b71d3420c8c0942b5ec626bd3c8303c,contact-sheet-preview,baseline/review-sheet-01.jpg,44,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-floor-corner,cc0-original,assets/kenney-furniture/floor-corner.glb,7a3ed4473bd7dc71a7fac74a77c548412ed01caf9fd21be605bc8bbda824f8ff,contact-sheet-preview,baseline/review-sheet-01.jpg,45,assembly-opt-in,"Valid construction component, separated from standalone props."
kenney-furniture-floor-corner-round,cc0-original,assets/kenney-furniture/floor-corner-round.glb,d9d5392ecff520a263dd7e5b77e733da125f866002311ea65572731d90fb8990,contact-sheet-preview,baseline/review-sheet-01.jpg,46,assembly-opt-in,"Valid construction component, separated from standalone props."
kenney-furniture-floor-full,cc0-original,assets/kenney-furniture/floor-full.glb,99fc5df646d8dc605d6fe35001fe5b15bb7b269cc5c65f4f7793fbc76ff3d822,contact-sheet-preview,baseline/review-sheet-01.jpg,47,assembly-opt-in,"Valid construction component, separated from standalone props."
kenney-furniture-floor-half,cc0-original,assets/kenney-furniture/floor-half.glb,8cf16d67b8185f6c28f957458da92a337f0949d2e127df9a50b53ea5e8894673,contact-sheet-preview,baseline/review-sheet-01.jpg,48,assembly-opt-in,"Valid construction component, separated from standalone props."
kenney-furniture-hood-large,cc0-original,assets/kenney-furniture/hood-large.glb,e9b60fa02bba74d99103e8ba9d7ca99fbd99299bc57c4f5f84b2add2a6a3afcc,contact-sheet-preview,baseline/review-sheet-02.jpg,1,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-hood-modern,cc0-original,assets/kenney-furniture/hood-modern.glb,f5ac7dbadd1d98813c48315e56fa6ab2e8783870b1fb7be30825177bbf2b2afe,contact-sheet-preview,baseline/review-sheet-02.jpg,2,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-bar,cc0-original,assets/kenney-furniture/kitchen-bar.glb,792c3d31e60c8a8d8c7a28cf7d1efe004c5a601adc1b163a8799dde32c1b559d,contact-sheet-preview,baseline/review-sheet-02.jpg,3,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-bar-end,cc0-original,assets/kenney-furniture/kitchen-bar-end.glb,410c6d83defe4ed248a8ec32f81553b56c8b610372d02ecf0e547e3f52cdc0a1,contact-sheet-preview,baseline/review-sheet-02.jpg,4,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-blender,cc0-original,assets/kenney-furniture/kitchen-blender.glb,f471defb5b2b1cf3b949a1a8aaef0a8b727afe662b0815068cf4e963325a3c1f,contact-sheet-preview,baseline/review-sheet-02.jpg,5,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet,cc0-original,assets/kenney-furniture/kitchen-cabinet.glb,7238c57778935ae25db5e57e9f7af3ba7068c71b005ff7cfbff3b6f3b1a13200,contact-sheet-preview,baseline/review-sheet-02.jpg,6,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-corner-inner,cc0-original,assets/kenney-furniture/kitchen-cabinet-corner-inner.glb,8d1b69e63048424a0559d1e5c77427fab9021def7dea74cf1c4d3d8ce16e6e69,contact-sheet-preview,baseline/review-sheet-02.jpg,7,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-corner-round,cc0-original,assets/kenney-furniture/kitchen-cabinet-corner-round.glb,333ab73202cb87b76d4ff94939038dcaf315eda55285bdbeba20d255da488e97,contact-sheet-preview,baseline/review-sheet-02.jpg,8,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-drawer,cc0-original,assets/kenney-furniture/kitchen-cabinet-drawer.glb,6f784807e3cadb15b4d2d3db726d93357ea5e6c4f2b6e4c9c064048a2d1d9cfc,contact-sheet-preview,baseline/review-sheet-02.jpg,9,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-upper,cc0-original,assets/kenney-furniture/kitchen-cabinet-upper.glb,8f2496feed85a745ffb6e554075b8450d647f8f68b01d6a010fcac1510fc173a,contact-sheet-preview,baseline/review-sheet-02.jpg,10,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-upper-corner,cc0-original,assets/kenney-furniture/kitchen-cabinet-upper-corner.glb,b23551ff585b5b804cf3ec0fe046b7bc1e84a387021e3cdb01c93add56444e8d,contact-sheet-preview,baseline/review-sheet-02.jpg,11,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-upper-double,cc0-original,assets/kenney-furniture/kitchen-cabinet-upper-double.glb,7b2abd976f2e8f1727d6ba23490aaf5fe18db9c5ac66e729ef6fe8de835c039e,contact-sheet-preview,baseline/review-sheet-02.jpg,12,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-cabinet-upper-low,cc0-original,assets/kenney-furniture/kitchen-cabinet-upper-low.glb,c25293d38ad3d4338142f5bfb6832a2f7e8a069a552fc4a6730231b1b382d33e,contact-sheet-preview,baseline/review-sheet-02.jpg,13,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-coffee-machine,cc0-original,assets/kenney-furniture/kitchen-coffee-machine.glb,063f582c6fa0f00a9f24e3393dac2295491c4becdaf5513c893ab1a2826b6ec3,contact-sheet-preview,baseline/review-sheet-02.jpg,14,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-fridge,cc0-original,assets/kenney-furniture/kitchen-fridge.glb,8af4f4bbb1b5525ad8226e97926a5af60fa8fb20a3cb74dbda5328a9d320dbab,contact-sheet-preview,baseline/review-sheet-02.jpg,15,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-fridge-built-in,cc0-original,assets/kenney-furniture/kitchen-fridge-built-in.glb,eedcfbca0a9e565424d941b8cf82ddc0c3c4dfc63911a420bfae058e9a18044c,contact-sheet-preview,baseline/review-sheet-02.jpg,16,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-fridge-large,cc0-original,assets/kenney-furniture/kitchen-fridge-large.glb,5851cc59c7e12f6f34a01a2ea93d5b9540be4078c1b703f517239fcede98fb32,contact-sheet-preview,baseline/review-sheet-02.jpg,17,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-fridge-small,cc0-original,assets/kenney-furniture/kitchen-fridge-small.glb,35dab7f63711623be321bfd82072f4ab29fe8006aac9371c6e6b78df2e02f5ed,contact-sheet-preview,baseline/review-sheet-02.jpg,18,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-microwave,cc0-original,assets/kenney-furniture/kitchen-microwave.glb,dd6a6c919f4bebc6e2080fe419262cf97a0d6461ead3f3998aa3c9edf4d2bd27,contact-sheet-preview,baseline/review-sheet-02.jpg,19,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-sink,cc0-original,assets/kenney-furniture/kitchen-sink.glb,7b9610277d71f00dcf1bba49cf4d98d77ce5177e84bf76c7da2f8893e542f743,contact-sheet-preview,baseline/review-sheet-02.jpg,20,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-stove,cc0-original,assets/kenney-furniture/kitchen-stove.glb,3239edb36295dfca9530a9b9a6ad0aff98ce62e7cf8d13ca2a5a1a6b2a904656,contact-sheet-preview,baseline/review-sheet-02.jpg,21,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-kitchen-stove-electric,cc0-original,assets/kenney-furniture/kitchen-stove-electric.glb,cf646b960d7dfed1fac27898ff6de1f0671cfa33beecbed06ead7d0684517392,contact-sheet-preview,baseline/review-sheet-02.jpg,22,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-round-floor,cc0-original,assets/kenney-furniture/lamp-round-floor.glb,50fe1b5b588edf15bfa9cc880f71a02a4fda6036350b24733d0ef4de5cc5e908,contact-sheet-preview,baseline/review-sheet-02.jpg,23,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-round-table,cc0-original,assets/kenney-furniture/lamp-round-table.glb,75bb644caaa3da003b4fcad7a931722dd61cd2858aab70cf660021d5061fa1b2,contact-sheet-preview,baseline/review-sheet-02.jpg,24,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-square-ceiling,cc0-original,assets/kenney-furniture/lamp-square-ceiling.glb,57066be51583d83ae60071e8179af275189cb2911ecb9fc24953bb930c8bf118,contact-sheet-preview,baseline/review-sheet-02.jpg,25,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-square-floor,cc0-original,assets/kenney-furniture/lamp-square-floor.glb,6466993748d8e184de9ec5b6b0af613867c50c0ce320d1898b1db9e4c27c2561,contact-sheet-preview,baseline/review-sheet-02.jpg,26,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-square-table,cc0-original,assets/kenney-furniture/lamp-square-table.glb,70ec9211af336b1ef3b4da32590b8737b4facf219348c22e6533a1e898cdb13d,contact-sheet-preview,baseline/review-sheet-02.jpg,27,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lamp-wall,cc0-original,assets/kenney-furniture/lamp-wall.glb,a9679ecd3be05731846f22ade97c37069598ca7a06dd9319f50230e63a1ea83c,contact-sheet-preview,baseline/review-sheet-02.jpg,28,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-laptop,cc0-original,assets/kenney-furniture/laptop.glb,5fa8a1f4a71ab8d82ef64da77a6973ffd350c6d4557516069a4ffd4bb8d808af,contact-sheet-preview,baseline/review-sheet-02.jpg,29,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-chair,cc0-original,assets/kenney-furniture/lounge-chair.glb,ddfe6bc4b3451bca61666d7b614552d6ed2a03d82fc76244b72ae3155874dc6c,contact-sheet-preview,baseline/review-sheet-02.jpg,30,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-chair-relax,cc0-original,assets/kenney-furniture/lounge-chair-relax.glb,def698179e44de6cd17f4cfc2730273da54dd25458a29b079fbf4468abe5d98e,contact-sheet-preview,baseline/review-sheet-02.jpg,31,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-design-chair,cc0-original,assets/kenney-furniture/lounge-design-chair.glb,f0766a7d5698974b711adac18a2108f0e74e3a036fa4e4e0ccf91195b0ee5abf,contact-sheet-preview,baseline/review-sheet-02.jpg,32,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-design-sofa,cc0-original,assets/kenney-furniture/lounge-design-sofa.glb,b4f4e6850118e409da301df678228c703b6ac02e94fbb9dbde61543af817fa53,contact-sheet-preview,baseline/review-sheet-02.jpg,33,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-design-sofa-corner,cc0-original,assets/kenney-furniture/lounge-design-sofa-corner.glb,fe665d07d53fdc6bc96e9fed453874ba4202b008194e1e24100b067081c62be1,contact-sheet-preview,baseline/review-sheet-02.jpg,34,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-sofa,cc0-original,assets/kenney-furniture/lounge-sofa.glb,1886b811c0d3ad0d8525a4fd43adf4112c497c8e0ed906f06877ca3517f4c7dd,contact-sheet-preview,baseline/review-sheet-02.jpg,35,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-sofa-corner,cc0-original,assets/kenney-furniture/lounge-sofa-corner.glb,bbdd91791e621ac71321eaf38a2432c53279792ef946707f23b216123bd52655,contact-sheet-preview,baseline/review-sheet-02.jpg,36,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-sofa-long,cc0-original,assets/kenney-furniture/lounge-sofa-long.glb,452df1c862f97781615e2c1c832913b48cf6c6f011d3260dc023ff3f117cc9d1,contact-sheet-preview,baseline/review-sheet-02.jpg,37,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-lounge-sofa-ottoman,cc0-original,assets/kenney-furniture/lounge-sofa-ottoman.glb,79087654136d7d69653fdc3b52a02d7833fe13e6a0a56b8dcdf652c611dbd959,contact-sheet-preview,baseline/review-sheet-02.jpg,38,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-paneling,cc0-original,assets/kenney-furniture/paneling.glb,69234bb71f54b0241ef6b78c3c7aa8aa855aae745475645f9adec4895296a96c,contact-sheet-preview,baseline/review-sheet-02.jpg,39,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-pillow,cc0-original,assets/kenney-furniture/pillow.glb,6fae7c190d0b676ef3efd35e5178cef21dffb5c80e1257d8b537ad424da0e5f6,contact-sheet-preview,baseline/review-sheet-02.jpg,40,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-pillow-blue,cc0-original,assets/kenney-furniture/pillow-blue.glb,8326e018c09cb00c19c2c9b745f521cd7eba1169b755322b04f88440dbfef319,contact-sheet-preview,baseline/review-sheet-02.jpg,41,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-pillow-blue-long,cc0-original,assets/kenney-furniture/pillow-blue-long.glb,b643f81a863595071b7907d3d0dcf5b1b0e3bb6ad8521db37778b2242ba46bbc,contact-sheet-preview,baseline/review-sheet-02.jpg,42,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-pillow-long,cc0-original,assets/kenney-furniture/pillow-long.glb,d8490ae920413fd04c85a2164ef384d67a1ca257f761dec1cc7f06fa2c027283,contact-sheet-preview,baseline/review-sheet-02.jpg,43,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
kenney-furniture-plant-small1,cc0-original,assets/kenney-furniture/plant-small1.glb,2b9c022feb47be857b2c4fdc29f36522766ba9b70c578c31d7c05d71b4377d15,contact-sheet-preview,baseline/review-sheet-02.jpg,44,keep-preview-reviewed,No selection-blocking visual defect identified at the inspected preview scale.
