route,label,canonical_path,current_directory,current_status,original_inventory,shell,template,purpose,access,project_context,maturity,device,mobile_mode,review_priority,epic,owner_domain,primary_action,desktop_title,desktop_h1,desktop_main_count,desktop_text_chars,desktop_unnamed_interactions,mobile_title,mobile_h1,mobile_main_count,mobile_text_chars,mobile_unnamed_interactions,mobile_small_targets,horizontal_overflow,issue_signals,revalidated_action
/collaborate/new,구인·의뢰 등록 팀원 모집·작업 의뢰·작업자 홍보 등록,/collaborate/new,yes,retained,yes,browse,workflow,connect,sign-in,none,stable,responsive,full,P2,E04-community-collaboration,community,공고 초안 작성,구인·의뢰 공고 등록 · 툰스튜디오,"함께할 사람에게, 정확한 제안을.",1,3852,0,구인·의뢰 공고 등록 · 툰스튜디오,"함께할 사람에게, 정확한 제안을.",1,533,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/community,커뮤니티 창작과 감상을 함께 나누기,/community,yes,retained,yes,browse,editorial-landing,connect,public,none,stable,responsive,full,P1,E04-community-collaboration,community,피드 보기,커뮤니티 · 웹툰을 함께 읽고 그리는 곳 · 툰스튜디오,"혼자 그린 이야기, 함께 넓어지는 세계.",1,5386,2,커뮤니티 · 웹툰을 함께 읽고 그리는 곳 · 툰스튜디오,"혼자 그린 이야기, 함께 넓어지는 세계.",1,2025,2,44,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/community/cafes,장르 카페 관심 장르별 모임과 대화,/community/cafes,yes,retained,yes,browse,collection,connect,public,none,stable,responsive,full,P1,E04-community-collaboration,community,목록 탐색,커뮤니티 · 툰스튜디오,커뮤니티,2,5036,1,커뮤니티 · 툰스튜디오,커뮤니티,2,1675,1,59,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/community/promote,작품 홍보 작품과 창작 활동을 커뮤니티에 소개,/community/promote,yes,retained,yes,browse,editorial-landing,connect,public,none,stable,responsive,full,P1,E04-community-collaboration,community,작품 홍보 보기,신작·작가 홍보 커뮤니티 · ToonStudio · 툰스튜디오,"아직 발견하지 못한, 당신의 다음 웹툰.",2,4973,1,신작·작가 홍보 커뮤니티 · ToonStudio · 툰스튜디오,"아직 발견하지 못한, 당신의 다음 웹툰.",2,1654,1,31,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/community/promote/new,홍보 글 작성 새 작품·연재·창작 활동 홍보 글 작성,/community/promote/new,yes,retained,yes,browse,workflow,connect,sign-in,none,stable,responsive,full,P1,E04-community-collaboration,community,홍보 초안 작성,내 작품 소개하기 · ToonStudio · 툰스튜디오,로그인 후 작품을 소개해 주세요,2,4510,1,내 작품 소개하기 · ToonStudio · 툰스튜디오,로그인 후 작품을 소개해 주세요,2,1191,1,30,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/compare,작품 비교 두 작품의 주요 지표 비교,/compare,yes,retained,yes,browse,comparison,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,비교 대상 선택,작품 비교 · 툰스튜디오,"두 작품, 맞대보기",1,4737,0,작품 비교 · 툰스튜디오,"두 작품, 맞대보기",1,1376,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/contact,광고·제휴 광고와 파트너십 문의,/contact,yes,retained,yes,docs,document,connect,public,none,stable,responsive,full,P2,E11-docs-trust,legal-support,관련 절 찾기,문의·제휴 · 함께 만드는 웹툰 창작 환경 · 툰스튜디오,"웹툰을 만드는 더 나은 환경, 함께.",1,5429,1,문의·제휴 · 함께 만드는 웹툰 창작 환경 · 툰스튜디오,"웹툰을 만드는 더 나은 환경, 함께.",1,2068,1,30,0,오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/copyright,저작권 안내 콘텐츠·권리 정책,/copyright,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P3,E11-docs-trust,legal-support,관련 절 찾기,저작권·콘텐츠 안내 · 툰스튜디오,저작권·콘텐츠 안내,1,4352,0,저작권·콘텐츠 안내 · 툰스튜디오,저작권·콘텐츠 안내,1,1033,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/design,디자인 시스템 색상·타이포·컴포넌트 원칙,/design,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P2,E11-docs-trust,legal-support,관련 절 찾기,디자인 시스템 · 툰스펙트럼,활자와 스펙트럼,1,6448,0,디자인 시스템 · 툰스펙트럼,활자와 스펙트럼,1,3129,0,44,0,오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/discover,찾기 검색·취향·추천에서 원하는 작품 발견,/discover,yes,retained,yes,browse,editorial-landing,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,주요 경로 시작,찾기 · 툰스튜디오,"다음 컷의 영감은, 새로운 이야기에서.",1,5245,0,찾기 · 툰스튜디오,"다음 컷의 영감은, 새로운 이야기에서.",1,1884,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/discover/works,만화·작법서 탐색 만화와 창작 참고서를 함께 검색,/discover/works,yes,retained,yes,browse,collection,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,목록 탐색,만화·작법서 탐색 · 툰스튜디오,만화·작법서 탐색,1,5370,0,만화·작법서 탐색 · 툰스튜디오,만화·작법서 탐색,1,2009,0,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/explore,취향 탐색 장르·태그·조건으로 작품 둘러보기,/explore,yes,retained,yes,browse,search-results,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,조건으로 탐색,스펙트럼 탐색 · 툰스튜디오,색을 따라 떠나는 스펙트럼 탐색,1,1188,0,스펙트럼 탐색 · 툰스튜디오,색을 따라 떠나는 스펙트럼 탐색,1,1570,0,57,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/feedback,제보·제안 버그·아이디어·기능 요청,/feedback,yes,retained,yes,docs,document,connect,public,none,stable,responsive,full,P2,E11-docs-trust,legal-support,제보·제안 작성,의견 게시판 · 툰스튜디오,제보·제안 커뮤니티,1,4531,0,의견 게시판 · 툰스튜디오,제보·제안 커뮤니티,1,999,0,38,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/fortune,사주·타로 운세 오늘의 운세·별자리·사주·궁합·타로·독서 처방,/fortune,yes,retained,yes,browse,editorial-landing,discover,public,none,beta,responsive,full,P2,E03-discovery-data,catalog-discovery,주요 경로 시작,캐릭터 운세 · 툰스튜디오,캐릭터 운세,1,3767,0,캐릭터 운세 · 툰스튜디오,"나의 다음 장면, 운세 관측소",1,2618,0,34,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/guide,랭킹 산정 방식 데이터와 산식 설명,/guide,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P2,E11-docs-trust,legal-support,관련 절 찾기,랭킹 산정 방식 · 툰스튜디오,랭킹은 이렇게 매겨집니다,1,7334,1,랭킹 산정 방식 · 툰스튜디오,랭킹은 이렇게 매겨집니다,1,3973,1,31,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/help,도움말,/help,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P2,E11-docs-trust,legal-support,관련 절 찾기,도움말 · 툰스튜디오,"막힌 곳을 풀고, 다음 컷으로.",1,5449,1,도움말 · 툰스튜디오,"막힌 곳을 풀고, 다음 컷으로.",1,2082,1,30,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/insights,트렌드 장르·플랫폼 흐름을 데이터로,/insights,yes,retained,yes,browse,dashboard,discover,public,none,beta,responsive,full,P2,E03-discovery-data,catalog-discovery,다음 작업 열기,트렌드 인사이트 · 툰스튜디오,이야기의 지형을 읽다,1,4777,0,트렌드 인사이트 · 툰스튜디오,이야기의 지형을 읽다,1,1416,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/insights/resources,공식 자료·API 안내 데이터 출처와 연동 방법 확인,/insights/resources,yes,retained,yes,browse,dashboard,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,다음 작업 열기,공식 자료·API 안내 · 툰스튜디오,데이터 출처·상업 이용 준비,1,11258,2,공식 자료·API 안내 · 툰스튜디오,데이터 출처·상업 이용 준비,1,7897,2,30,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/learn,웹툰 제작 강좌 기초부터 Studio 실습까지,/learn,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P1,E05-learning-research,creator-resources,학습 이어가기,배우기 · 툰스튜디오,"상상하던 장면이, 내 손끝의 실력으로.",1,9180,1,배우기 · 툰스튜디오,"상상하던 장면이, 내 손끝의 실력으로.",1,5807,1,47,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/learn/glossary,웹툰 용어 사전 제작 용어와 예시 빠르게 찾기,/learn/glossary,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P1,E05-learning-research,creator-resources,주요 경로 시작,웹툰 용어 사전 · 툰스튜디오,알면 더 잘 보이는 웹툰의 언어.,2,8549,1,웹툰 용어 사전 · 툰스튜디오,알면 더 잘 보이는 웹툰의 언어.,2,5182,1,69,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/learn/recipes,제작 레시피 연출을 직접 조작하며 학습,/learn/recipes,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,툰스튜디오 · 웹툰을 그리는 전문 작업실,웹툰 제작 레시피,1,5881,6,툰스튜디오 · 웹툰을 그리는 전문 작업실,웹툰 제작 레시피,1,2514,6,34,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/learn/records,학습 기록 관리 진행 기록을 백업하고 복원,/learn/records,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,내 학습 기록 · 툰스튜디오,"배운 과정도, 내 기록으로 남기세요.",1,4966,2,내 학습 기록 · 툰스튜디오,"배운 과정도, 내 기록으로 남기세요.",1,1641,2,29,0,실패,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/learn/studio,Studio 실습 과정 배운 내용을 작업공간에서 따라 하기,/learn/studio,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P1,E05-learning-research,creator-resources,실습 열기,툰스튜디오 실습 · 툰스튜디오,배운 것을 내 작업으로 연결하기.,2,5497,1,툰스튜디오 실습 · 툰스튜디오,배운 것을 내 작업으로 연결하기.,2,2130,1,34,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/library,내 서재 저장한 작품과 취향을 한곳에서,/library,yes,retained,yes,browse,collection,manage,sign-in,none,stable,responsive,full,P2,E07-personal-settings,account-personal,목록 탐색,내 서재 · 툰스튜디오,내 서재,1,4655,0,내 서재 · 툰스튜디오,내 서재,1,1336,0,38,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/browse,에셋 상세 탐색 종류·사용권으로 리소스 찾기,/market/browse,yes,recovered-recheck,yes,browse,collection,create,public,none,stable,responsive,full,P1,E00-route-stability,market,에셋 찾기,리소스 찾기 · 툰스튜디오,리소스 찾기,1,5161,0,리소스 찾기 · 툰스튜디오,리소스 찾기,1,1787,0,29,0,,로컬 main의 오류 상태 복구는 유지하고 배포 호스트 직접 진입·API 실패 회귀를 출시 게이트에서 검증
/market/compare,에셋 비교 후보 리소스의 차이 비교,/market/compare,yes,retained,yes,browse,comparison,create,public,optional,stable,responsive,full,P2,E06-market,market,에셋 비교,에셋 비교 · 창작 마켓 · 툰스튜디오,에셋 비교,1,5027,0,에셋 비교 · 창작 마켓 · 툰스튜디오,에셋 비교,1,1653,0,31,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/fit,에셋 핏 랩 현재 작업에 맞는 에셋 점검,/market/fit,yes,retained,yes,browse,comparison,create,public,optional,beta,responsive,full,P1,E06-market,market,프로젝트 적합성 검사,제작 적합성 랩 · 툰스튜디오,제작 적합성 랩,1,5724,1,제작 적합성 랩 · 툰스튜디오,제작 적합성 랩,1,2350,1,29,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/library,내 에셋 획득한 리소스 관리,/market/library,yes,retained,yes,browse,collection,manage,sign-in,none,stable,responsive,full,P2,E06-market,market,설치한 에셋 관리,내 에셋 · 툰스튜디오 에셋 · 툰스튜디오,내 에셋,1,3929,0,내 에셋 · 툰스튜디오 에셋 · 툰스튜디오,내 에셋,1,597,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/manage,판매·배포 관리 등록한 에셋과 배포 상태 관리,/market/manage,yes,retained,yes,browse,collection,manage,sign-in,none,stable,responsive,full,P2,E06-market,market,목록 탐색,판매자 센터 · 툰스튜디오 에셋 · 툰스튜디오,판매자 센터,1,3935,0,판매자 센터 · 툰스튜디오 에셋 · 툰스튜디오,판매자 센터,1,603,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/publish,에셋 등록 마켓에 리소스 제출·배포,/market/publish,yes,retained,yes,browse,workflow,create,sign-in,none,stable,responsive,full,P2,E06-market,market,에셋 등록 시작,에셋 등록 · 툰스튜디오 에셋 · 툰스튜디오,제작 워크숍,1,5050,5,에셋 등록 · 툰스튜디오 에셋 · 툰스튜디오,제작 워크숍,1,1718,5,37,0,실패 | 오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/market/wishlist,찜한 에셋 나중에 사용할 리소스,/market/wishlist,yes,retained,yes,browse,collection,manage,sign-in,none,stable,responsive,full,P2,E06-market,market,목록 탐색,찜 목록 · 창작 마켓 · 툰스튜디오,찜 목록,1,3950,0,찜 목록 · 창작 마켓 · 툰스튜디오,찜 목록,1,618,0,32,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/me,프로필·계정,/me,yes,retained,yes,browse,dashboard,manage,sign-in,none,stable,responsive,full,P2,E07-personal-settings,account-personal,다음 작업 열기,내 정보 · 툰스튜디오,로그인이 필요해요,1,3766,0,내 정보 · 툰스튜디오,로그인이 필요해요,1,447,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/messages,쪽지,/messages,yes,retained,no,browse,account-list,connect,sign-in,none,stable,responsive,full,P2,E04-community-collaboration,community,대화 열기,메시지 · ToonStudio · 툰스튜디오,툰스튜디오,1,3779,0,메시지 · ToonStudio · 툰스튜디오,툰스튜디오,1,460,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/messages/new,새 쪽지,/messages/new,yes,retained,no,browse,account-form,connect,sign-in,none,stable,responsive,full,P2,E04-community-collaboration,community,쪽지 보내기,새 메시지 요청 · ToonStudio · 툰스튜디오,툰스튜디오,1,3779,0,새 메시지 요청 · ToonStudio · 툰스튜디오,툰스튜디오,1,460,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/my,내 공간 작품·활동·프로필과 계정 관리,/my,yes,retained,yes,browse,dashboard,manage,sign-in,none,stable,responsive,full,P2,E07-personal-settings,account-personal,오늘 할 일 열기,내 공간 · 툰스튜디오,내 작업과 기록을 한곳에서.,1,4341,0,내 공간 · 툰스튜디오,내 작업과 기록을 한곳에서.,1,1022,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/news,업계 소식 웹툰·웹소설 관련 소식,/news,yes,retained,yes,browse,collection,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,목록 탐색,웹툰·웹소설 소식 · 툰스튜디오,웹툰·웹소설 소식,1,4853,0,웹툰·웹소설 소식 · 툰스튜디오,웹툰·웹소설 소식,1,1492,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/now,오늘의 영감 빈 화면의 부담을 줄이는 짧은 창작 시작,/now,yes,retained,yes,browse,editorial-landing,create,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,오늘의 영감 · 툰스튜디오,오늘의 영감,1,10514,5,오늘의 영감 · 툰스튜디오,오늘의 영감,1,7138,5,46,0,오류,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/opportunities,창작 기회 공모전·지원사업·제작 기회,/opportunities,yes,retained,yes,browse,collection,create,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,목록 탐색,작가 기회센터 · 툰스튜디오,작가 기회센터,1,5413,0,작가 기회센터 · 툰스튜디오,작가 기회센터,1,2046,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/play,놀이터 가볍게 즐기는 인터랙티브 콘텐츠,/play,yes,retained,yes,browse,editorial-landing,discover,public,none,stable,responsive,full,P2,E02-shells,catalog-discovery,주요 경로 시작,놀이터 · 툰스튜디오,놀이터,1,3761,0,창작 놀이터 · ToonStudio,"놀다 보면, 다음 컷이 떠오른다.",1,2621,0,52,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/privacy,개인정보처리방침 개인정보 처리 기준,/privacy,yes,retained,yes,docs,document,trust,public,none,stable,responsive,full,P3,E11-docs-trust,legal-support,관련 절 찾기,개인정보처리방침 · 툰스튜디오,개인정보처리방침,1,5248,0,개인정보처리방침 · 툰스튜디오,개인정보처리방침,1,1929,0,44,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/production,제작 관리,/production,no,new-main-gap,no,creator,production-hub,manage,public,optional,stable,responsive,full,P0,E08-production-project,production-hub,기능 미리 보기,툰스튜디오,흩어진 웹툰 제작을 하나의 흐름으로,2,4242,0,툰스튜디오,흩어진 웹툰 제작을 하나의 흐름으로,2,917,0,28,0,,Route Registry·문서 제목·사이트맵에 Production을 등록하고 nested main을 제거
/random,랜덤 발견 조건에 맞는 작품 무작위 추천,/random,yes,retained,yes,browse,editorial-landing,discover,public,none,stable,responsive,full,P2,E03-discovery-data,catalog-discovery,한 편 뽑기,랜덤 발견 · 툰스튜디오,한 편만 골라줘,1,4782,0,랜덤 발견 · 툰스튜디오,한 편만 골라줘,1,1421,0,30,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/ranking,랭킹 기간과 지표별 인기 흐름,/ranking,yes,retained,yes,browse,collection,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,랭킹 조건 적용,통합 랭킹 · 툰스튜디오,통합 랭킹,1,7107,0,통합 랭킹 · 툰스튜디오,통합 랭킹,1,3621,0,55,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/read/spatial,공간형 웹툰 감상 준비한 컷을 공간형 또는 평면 화면으로 감상,/read/spatial,yes,retained,yes,browse,reader,discover,public,none,experimental,responsive,full,P1,E03-discovery-data,catalog-discovery,샘플 감상 시작,툰스튜디오,웹툰의 공간 안으로,2,4029,2,툰스튜디오,웹툰의 공간 안으로,2,710,2,32,0,,AppShell을 단일 main 소유자로 정하고 페이지 루트 landmark 중복 제거
/recommend,맞춤 추천 지금 취향에 맞는 작품,/recommend,yes,retained,yes,browse,search-results,discover,public,none,stable,responsive,full,P1,E03-discovery-data,catalog-discovery,추천 받기,맞춤 추천 · 툰스튜디오,오늘 뭐 볼까,1,5056,0,맞춤 추천 · 툰스튜디오,오늘 뭐 볼까,1,1695,0,49,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/references,작품 레퍼런스 공식 자료 탐색과 연구 노트,/references,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,레퍼런스 찾기,만화 레퍼런스 · 툰스튜디오,"다음 이야기의 시작, 좋은 레퍼런스에서.",1,5202,0,만화 레퍼런스 · 툰스튜디오,"다음 이야기의 시작, 좋은 레퍼런스에서.",1,1727,0,33,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research,참고자료 출처가 있는 자료를 한곳에,/research,yes,retained,yes,browse,editorial-landing,learn,public,optional,stable,responsive,full,P2,E05-learning-research,creator-resources,조사 질문 시작,창작 리서치 데스크 · 툰스튜디오,창작 리서치 데스크,1,9392,4,창작 리서치 데스크 · 툰스튜디오,창작 리서치 데스크,1,6025,4,43,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/3d-assets,무료 3D 재료실 Poly Haven CC0 3D·HDRI·텍스처 검색,/research/3d-assets,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,무료 3D·HDRI·텍스처 재료실 · 툰스튜디오,무료 3D·HDRI·텍스처 재료실,1,5410,0,무료 3D·HDRI·텍스처 재료실 · 툰스튜디오,무료 3D·HDRI·텍스처 재료실,1,2043,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/assets,레퍼런스 아틀라스 복식·소품·미술 자료를 장면별로,/research/assets,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,창작 레퍼런스 아틀라스 · 툰스튜디오,창작 레퍼런스 아틀라스,1,6211,0,창작 레퍼런스 아틀라스 · 툰스튜디오,창작 레퍼런스 아틀라스,1,2844,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
/research/books,글로벌 판본 탐색 Open Library·Google Books·openBD 메타데이터 검색,/research/books,yes,retained,yes,browse,editorial-landing,learn,public,none,stable,responsive,full,P2,E05-learning-research,creator-resources,주요 경로 시작,글로벌 만화·도서 판본 탐색 · 툰스튜디오,글로벌 만화·도서 판본 탐색,1,5688,0,글로벌 만화·도서 판본 탐색 · 툰스튜디오,글로벌 만화·도서 판본 탐색,1,2321,0,28,0,,기존 목표 설계를 유지하고 해당 Epic 수직 슬라이스에서 구현
